GENE	CHR	START	END
GDPD3	chr16	30116131	30124858
MAPK3	chr16	30125426	30134827
CORO1A	chr16	30194138	30200406
BOLA2B	chr16	30204251	30205627
SLX1A	chr16	30205196	30208887
SULT1A3	chr16	30209380	30215645
NPIPB13	chr16	30234214	30266589
CD2BP2	chr16	30362088	30366629
TBC1D10B	chr16	30368423	30381850
MYL11	chr16	30381653	30389312
ZNF48	chr16	30389427	30411429
SEPTIN1	chr16	30389456	30407312
ZNF771	chr16	30418464	30442429
DCTPP1	chr16	30434936	30441351
SEPHS2	chr16	30454952	30457195
ITGAL	chr16	30483979	30534888
ZNF768	chr16	30535325	30538142
ENSG00000261459	chr16	30537244	30546173
ZNF747	chr16	30541688	30546668
ZNF764	chr16	30565085	30569695
ZNF688	chr16	30580602	30584055
ZNF785	chr16	30585061	30597127
ZNF689	chr16	30613879	30635333
ENSG00000289491	chr16	30621532	30621672
PRR14	chr16	30662038	30667734
FBRS	chr16	30669752	30682131
SRCAP	chr16	30709487	30752730
ENSG00000282034	chr16	30715388	30756490
TMEM265	chr16	30751963	30756517
PHKG2	chr16	30759614	30772497
CFAP119	chr16	30768744	30773542
RNF40	chr16	30773066	30787628
ZNF629	chr16	30789777	30798526
BCL7C	chr16	30844947	30905623
CTF1	chr16	30907935	30914868
FBXL19	chr16	30934376	30960104
ORAI3	chr16	30960389	30967782
SETD1A	chr16	30968615	30995985
HSD3B7	chr16	30996464	31000475
STX1B	chr16	31000577	31021993
STX4	chr16	31044210	31054296
ZNF668	chr16	31072163	31085561
ZNF646	chr16	31085724	31095517
PRSS53	chr16	31094758	31100949
ENSG00000255439	chr16	31094760	31106277
VKORC1	chr16	31102163	31107301
BCKDK	chr16	31117428	31124112
KAT8	chr16	31125810	31142714
PRSS8	chr16	31142754	31147048
PRSS36	chr16	31150247	31161412
FUS	chr16	31191455	31208284
PYCARD	chr16	31212807	31214771
TRIM72	chr16	31225440	31242858
PYDC1	chr16	31227283	31228483
ITGAM	chr16	31271288	31344213
ITGAX	chr16	31366455	31394320
ITGAD	chr16	31404656	31437826
COX6A2	chr16	31439052	31439681
ZNF843	chr16	31443914	31455644
ARMC5	chr16	31469401	31478493
TGFB1I1	chr16	31482906	31490048
SLC5A2	chr16	31494323	31502181
RUSF1	chr16	31500792	31520630
AHSP	chr16	31539197	31540124
KRBOX5	chr16	31724550	31806190
ZNF267	chr16	31885109	31928678
TP53TG3D	chr16	32264607	32267249
TP53TG3F	chr16	32684849	32687486
TP53TG3	chr16	32684849	32687486
TP53TG3C	chr16	33205547	33208179
TP53TG3E	chr16	33205547	33208186
TP53TG3B	chr16	33262082	33264719
CCNYL1B	chr16	34265090	34294700
SHCBP1	chr16	46612503	46655291
VPS35	chr16	46690044	46723430
ORC6	chr16	46723306	46732306
MYLK3	chr16	46736194	46824319
C16orf87	chr16	46830515	46865092
GPT2	chr16	46916769	46965210
DNAJA2	chr16	46989274	47007615
NETO2	chr16	47111614	47177917
ITFG1	chr16	47188298	47498060
PHKB	chr16	47495034	47735434
ABCC12	chr16	48114793	48189929
ABCC11	chr16	48199684	48281479
LONP2	chr16	48278178	48397033
SIAH1	chr16	48390275	48482313
N4BP1	chr16	48572637	48654059
CBLN1	chr16	49311828	49315749
C16orf78	chr16	49407715	49433342
ZNF423	chr16	49521435	49891830
CNEP1R1	chr16	50058321	50070999
HEATR3	chr16	50099875	50141183
TENT4B	chr16	50186822	50269221
ADCY7	chr16	50280048	50352046
BRD7	chr16	50347398	50402899
NKD1	chr16	50582307	50683160
SNX20	chr16	50700211	50715654
NOD2	chr16	50727128	50767259
CYLD	chr16	50775943	50835846
SALL1	chr16	51169893	51186594
HNRNPA1L3	chr16	51587347	51681043
TOX3	chr16	52470329	52581714
CHD9NB	chr16	53069602	53086809
CHD9	chr16	53088903	53363062
RBL2	chr16	53467889	53525561
AKTIP	chr16	53524414	53538323
RPGRIP1L	chr16	53632065	53737850
FTO	chr16	53735604	54192424
IRX3	chr16	54317216	54320699
IRX5	chr16	54964777	54968397
IRX6	chr16	55357886	55364669
MMP2	chr16	55423612	55540603
LPCAT2	chr16	55542906	55620578
CAPNS2	chr16	55600596	55601599
SLC6A2	chr16	55689900	55741557
CES1	chr16	55836757	55867249
CES5A	chr16	55880066	55989943
GNAO1	chr16	56223572	56391356
AMFR	chr16	56395361	56459457
NUDT21	chr16	56463045	56486111
ENSG00000288725	chr16	56464468	56535409
OGFOD1	chr16	56485420	56513016
BBS2	chr16	56499552	56616579
MT4	chr16	56598985	56602869
MT3	chr16	56622986	56625000
MT2A	chr16	56642496	56643409
MT1E	chr16	56659387	56661024
MT1M	chr16	56666474	56667893
MT1A	chr16	56672114	56673999
MT1B	chr16	56685798	56687116
MT1F	chr16	56691552	56694610
MT1G	chr16	56700642	56701981
MT1H	chr16	56703726	56705041
MT1X	chr16	56716380	56718108
NUP93	chr16	56764007	56884198
SLC12A3	chr16	56899119	56949762
HERPUD1	chr16	56964727	56978776
CETP	chr16	56995835	57017757
NLRC5	chr16	57023397	57118150
CPNE2	chr16	57126461	57182281
PSME3IP1	chr16	57186378	57220087
RSPRY1	chr16	57220049	57274391
ARL2BP	chr16	57279171	57287547
PLLP	chr16	57282459	57318587
CCL22	chr16	57391837	57400103
CX3CL1	chr16	57406389	57418956
CCL17	chr16	57438679	57449975
CIAPIN1	chr16	57462089	57481332
COQ9	chr16	57481337	57495186
POLR2C	chr16	57496572	57505921
DOK4	chr16	57505829	57521294
CCDC102A	chr16	57545911	57571075
ADGRG5	chr16	57576555	57625593
ADGRG1	chr16	57644564	57699492
ADGRG3	chr16	57702189	57723290
DRC7	chr16	57728705	57765717
KATNB1	chr16	57769581	57792183
KIFC3	chr16	57789580	57896957
CNGB1	chr16	57916244	58005032
SPMIP8	chr16	58010339	58022020
ZNF319	chr16	58028577	58034576
USB1	chr16	58033450	58055522
MMP15	chr16	58059510	58080805
CFAP20	chr16	58147492	58163333
CSNK2A2	chr16	58191811	58232095
CFAP263	chr16	58265061	58317740
PRSS54	chr16	58313901	58328951
GINS3	chr16	58328984	58440051
NDRG4	chr16	58496750	58547532
SETD6	chr16	58549383	58557746
CNOT1	chr16	58553855	58663789
SLC38A7	chr16	58696919	58718674
GOT2	chr16	58741034	58768265
CDH8	chr16	61681146	62070939
CDH11	chr16	64977656	65160015
CDH5	chr16	66400539	66438687
BEAN1	chr16	66461198	66527432
ENSG00000260851	chr16	66503715	66551215
TK2	chr16	66541906	66586447
CKLF	chr16	66586466	66600154
CKLF-CMTM1	chr16	66586490	66613038
CMTM1	chr16	66600296	66613040
CMTM2	chr16	66613351	66622178
CMTM3	chr16	66637777	66647795
CMTM4	chr16	66648653	66730646
DYNC1LI2	chr16	66754796	66785739
TERB1	chr16	66788543	66835523
NAE1	chr16	66836777	66907159
CA7	chr16	66878317	66888056
PDP2	chr16	66912492	66929657
CDH16	chr16	66942025	66953090
RRAD	chr16	66955585	66960211
CIAO2B	chr16	66965968	66968326
CES2	chr16	66968347	66978999
CES3	chr16	66995148	67009052
CES4A	chr16	67022488	67044320
CBFB	chr16	67062887	67134961
PHAF1	chr16	67143844	67182447
B3GNT9	chr16	67182007	67185163
TRADD	chr16	67187872	67197663
FBXL8	chr16	67193835	67198473
ENSG00000265690	chr16	67197288	67199718
HSF4	chr16	67198584	67203848
NOL3	chr16	67204057	67210092
MATCAP1	chr16	67209502	67218131
EXOC3L1	chr16	67218217	67224145
E2F4	chr16	67226058	67232821
ELMO3	chr16	67233014	67237932
TMEM208	chr16	67261006	67263181
FHOD1	chr16	67263290	67281442
SLC9A5	chr16	67271586	67306094
PLEKHG4	chr16	67311413	67323402
KCTD19	chr16	67323331	67360663
LRRC36	chr16	67360701	67419107
TPPP3	chr16	67422930	67427421
ZDHHC1	chr16	67428055	67450736
HSD11B2	chr16	67464555	67471456
ATP6V0D1	chr16	67471908	67515091
AGRP	chr16	67516474	67517451
RIPOR1	chr16	67552321	67580691
CTCF	chr16	67595734	67673092
CARMIL2	chr16	67678891	67691472
ACD	chr16	67691415	67694713
PARD6A	chr16	67694812	67696680
ENKD1	chr16	67696848	67701168
C16orf86	chr16	67700717	67702660
GFOD2	chr16	67708434	67753242
RANBP10	chr16	67756973	67840463
TSNAXIP1	chr16	67840668	67866051
CENPT	chr16	67862060	67881714
THAP11	chr16	67876223	67878098
NUTF2	chr16	67880770	67906472
EDC4	chr16	67906952	67918419
NRN1L	chr16	67918788	67922758
PSKH1	chr16	67927157	67963579
CTRL	chr16	67961543	67966268
ENSG00000261884	chr16	67963517	67969920
PSMB10	chr16	67968409	67970767
LCAT	chr16	67973653	67978034
SLC12A4	chr16	67977377	68003504
DPEP3	chr16	68009566	68014457
DPEP2	chr16	68021295	68034518
DUS2	chr16	68021649	68113247
DPEP2NB	chr16	68047339	68049814
DDX28	chr16	68054819	68057135
NFATC3	chr16	68118654	68263162
ESRP2	chr16	68262936	68272005
PLA2G15	chr16	68279207	68294966
SLC7A6	chr16	68298136	68335726
SLC7A6OS	chr16	68318406	68344855
PRMT7	chr16	68344819	68394755
SMPD3	chr16	68392230	68482411
ZFP90	chr16	68563993	68609975
CDH3	chr16	68670092	68761371
CDH1	chr16	68771195	68869443
TANGO6	chr16	68877434	69120418
HAS3	chr16	69139556	69152622
DERPC	chr16	69151913	69166491
CHTF8	chr16	69151913	69166491
UTP4	chr16	69165194	69265033
SNTB2	chr16	69221045	69342955
ENSG00000260914	chr16	69333585	69356603
VPS4A	chr16	69345239	69360842
COG8	chr16	69354043	69373486
PDF	chr16	69360816	69364491
ENSG00000272617	chr16	69362547	69368774
ENSG00000260371	chr16	69368994	69390209
ENSG00000259900	chr16	69369179	69385633
NIP7	chr16	69371899	69377009
TMED6	chr16	69377153	69385689
TERF2	chr16	69389367	69442474
CYB5B	chr16	69432305	69500167
NFAT5	chr16	69598997	69738569
NQO1	chr16	69740899	69760571
NOB1	chr16	69775774	69788845
WWP2	chr16	69796184	69978456
CLEC18A	chr16	69984608	69998355
PDPR	chr16	70148149	70196440
CLEC18C	chr16	70207225	70221264
EXOSC6	chr16	70280681	70285843
AARS1	chr16	70285886	70323610
DDX19B	chr16	70323566	70369208
ENSG00000260537	chr16	70333097	70406485
DDX19A	chr16	70380764	70407895
ST3GAL2	chr16	70409880	70473166
FCSK	chr16	70488301	70514177
COG4	chr16	70514471	70557463
SF3B3	chr16	70557685	70611573
IL34	chr16	70613781	70695459
MTSS2	chr16	70695107	70719956
FLJ00418	chr16	70695570	70699739
VAC14	chr16	70721342	70835076
HYDIN	chr16	70835987	71264625
CMTR2	chr16	71315292	71323618
CALB2	chr16	71392616	71424339
TLE7	chr16	71463883	71475957
ZNF23	chr16	71481500	71496998
ENSG00000261611	chr16	71481503	71523214
ZNF19	chr16	71498458	71599405
CHST4	chr16	71559136	71575853
TAT	chr16	71599563	71610998
MARVELD3	chr16	71660064	71676017
PHLPP2	chr16	71671738	71758604
AP1G1	chr16	71762903	71843104
ATXN1L	chr16	71842342	71919171
IST1	chr16	71879899	71965102
ZNF821	chr16	71893583	71929239
PKD1L3	chr16	71963441	72034301
DHODH	chr16	72042487	72061563
ENSG00000310525	chr16	72071998	72127456
HP	chr16	72088404	72094970
HPR	chr16	72097047	72111145
TXNL4B	chr16	72118753	72128330
DHX38	chr16	72127512	72146811
PMFBP1	chr16	72146056	72210777
ZFHX3	chr16	72816784	73925770
PSMD7	chr16	74330707	74340186
NPIPB15	chr16	74410204	74426013
CLEC18B	chr16	74442529	74458077
GLG1	chr16	74481325	74641042
RFWD3	chr16	74655291	74700810
MLKL	chr16	74705753	74735054
FA2H	chr16	74746853	74808735
WDR59	chr16	74905260	75034071
ZNRF1	chr16	75032912	75144892
LDHD	chr16	75145753	75150680
ZFP1	chr16	75182392	75206134
CTRB2	chr16	75238001	75241059
CTRB1	chr16	75252886	75260236
BCAR1	chr16	75262079	75301951
CFDP1	chr16	75327596	75467401
ENSG00000261717	chr16	75446582	75498604
TMEM170A	chr16	75476952	75499395
CHST6	chr16	75505950	75529356
CHST5	chr16	75562428	75570006
ENSG00000260092	chr16	75562430	75579326
TMEM231	chr16	75570639	75590187
GABARAPL2	chr16	75600273	75611779
ADAT1	chr16	75630766	75657198
KARS1	chr16	75661370	75682561
TERF2IP	chr16	75681663	75795770
CPHXL2	chr16	75694125	75710907
DUXB	chr16	75727791	75735359
CPHXL	chr16	75748029	75760388
CNTNAP4	chr16	76311176	76594654
ENSG00000287694	chr16	76311186	76853521
MON1B	chr16	77224732	77236295
SYCE1L	chr16	77233305	77247112
ADAMTS18	chr16	77281710	77468931
NUDT7	chr16	77756382	77776157
VAT1L	chr16	77822461	78014004
CLEC3A	chr16	78056412	78100658
WWOX	chr16	78133297	79246564
MAF	chr16	79619740	79634634
DYNLRB2	chr16	80574631	80584708
CDYL2	chr16	80631804	80838495
ENSG00000286221	chr16	80862633	81040499
CMC2	chr16	81000345	81053875
CENPN	chr16	81040111	81066719
ENSG00000284512	chr16	81055921	81129889
ATMIN	chr16	81069447	81080955
C16orf46	chr16	81087102	81110872
ENSG00000260643	chr16	81087192	81129901
GCSH	chr16	81115550	81130011
PKD1L2	chr16	81134480	81253975
BCO1	chr16	81272181	81324831
GAN	chr16	81348549	81424489
CMIP	chr16	81478413	81745367
PLCG2	chr16	81771853	81996290
SDR42E1	chr16	82022460	82045087
HSD17B2	chr16	82068593	82132139
MPHOSPH6	chr16	82181403	82203833
CDH13	chr16	82660570	83834245
HSBP1	chr16	83752916	83853342
MLYCD	chr16	83932720	83985050
OSGIN1	chr16	83964916	83999938
NECAB2	chr16	84001849	84036381
SLC38A8	chr16	84043272	84076748
MBTPS1	chr16	84087366	84150547
ENSG00000310590	chr16	84135575	84135601
HSDL1	chr16	84155746	84178817
DNAAF1	chr16	84178866	84212375
TAF1C	chr16	84211452	84220676
ADAD2	chr16	84224731	84230774
KCNG4	chr16	84252263	84273618
WFDC1	chr16	84328221	84363459
ATP2C2	chr16	84402082	84499385
MEAK7	chr16	84509951	84598890
COTL1	chr16	84599202	84651684
KLHL36	chr16	84677031	84701443
USP10	chr16	84733577	84813532
CRISPLD2	chr16	84853587	84954374
ZDHHC7	chr16	85007781	85045142
KIAA0513	chr16	85061315	85127836
CIBAR2	chr16	85131964	85146078
GSE1	chr16	85203131	85709810
GINS2	chr16	85709804	85723679
C16orf74	chr16	85723690	85784735
EMC8	chr16	85805364	85833231
COX4I1	chr16	85832239	85840674
IRF8	chr16	85932722	85956212
FOXF1	chr16	86544133	86549028
MTHFSD	chr16	86563784	86588841
FOXC2	chr16	86600435	86603334
FOXL1	chr16	86609946	86617084
C16orf95	chr16	87117168	87351026
ENSG00000131152	chr16	87336482	87367879
FBXO31	chr16	87360593	87425748
MAP1LC3B	chr16	87417559	87438696
ZCCHC14	chr16	87439852	87526630
JPH3	chr16	87635441	87731762
KLHDC4	chr16	87730091	87799604
SLC7A5	chr16	87863622	87903113
CA5A	chr16	87915152	87970186
BANP	chr16	87982733	88110927
ZNF469	chr16	88449367	88507165
ZFPM1	chr16	88519688	88603439
ZC3H18	chr16	88636811	88698372
IL17C	chr16	88704980	88706876
CYBA	chr16	88709683	88717491
MVD	chr16	88718342	88729569
SNAI3	chr16	88744096	88752915
RNF166	chr16	88762903	88772832
CTU2	chr16	88772881	88781804
PIEZO1	chr16	88781746	88851659
CDT1	chr16	88870197	88875666
APRT	chr16	88875747	88878371
GALNS	chr16	88880141	88923378
TRAPPC2L	chr16	88922628	88929094
PABPN1L	chr16	88929741	88933068
CBFA2T3	chr16	88941266	89043615
ACSF3	chr16	89154783	89230529
CDH15	chr16	89238156	89261900
SLC22A31	chr16	89262169	89268059
ZNF778	chr16	89284100	89303549
ANKRD11	chr16	89334027	89556969
ENSG00000288715	chr16	89383454	89484700
SPG7	chr16	89557127	89624174
RPL13	chr16	89627045	89634242
CPNE7	chr16	89642140	89663655
DPEP1	chr16	89679716	89704864
CHMP1A	chr16	89707224	89724146
SPATA33	chr16	89724148	89737680
CDK10	chr16	89747145	89762777
SPATA2L	chr16	89762765	89768113
VPS9D1	chr16	89773536	89787732
ZNF276	chr16	89786808	89807333
FANCA	chr16	89793091	89883385
SPIRE2	chr16	89884587	89937727
TCF25	chr16	89939974	89980035
MC1R	chr16	89978527	89987385
ENSG00000198211	chr16	89985573	90002500
TUBB3	chr16	89987800	90005169
DEF8	chr16	90014535	90034474
DBNDD1	chr16	90071279	90086298
GAS8	chr16	90086037	90111383
PRDM7	chr16	90122974	90158480
DOC2B	chr17	5810	31482
RPH3AL	chr17	62180	236167
LIAT1	chr17	260116	280853
RFLNB	chr17	289769	295730
VPS53	chr17	411743	624957
TLCD3A	chr17	635652	646208
GEMIN4	chr17	647661	657239
GLOD4	chr17	660337	685581
MRM3	chr17	685585	695749
NXN	chr17	702550	883016
TIMM22	chr17	900358	906911
ABR	chr17	906759	1133032
BHLHA9	chr17	1173738	1175109
TRARG1	chr17	1182956	1204272
YWHAE	chr17	1247569	1303549
CRK	chr17	1323983	1366456
MYO1C	chr17	1367480	1395992
INPP5K	chr17	1397869	1420036
PITPNA	chr17	1421012	1466086
SLC43A2	chr17	1472562	1533397
SCARF1	chr17	1537145	1549047
RILP	chr17	1549437	1553371
PRPF8	chr17	1553918	1588170
TLCD2	chr17	1606110	1613671
WDR81	chr17	1619817	1641893
SERPINF2	chr17	1645363	1658565
SERPINF1	chr17	1665273	1680921
SMYD4	chr17	1682779	1733928
RPA1	chr17	1732996	1803376
RTN4RL1	chr17	1837971	1928628
DPH1	chr17	1933431	1947192
OVCA2	chr17	1945316	1946719
HIC1	chr17	1957448	1966535
SMG6	chr17	1963133	2207079
SRR	chr17	2206677	2228554
TSR1	chr17	2225686	2239951
SGSM2	chr17	2240786	2284352
MNT	chr17	2287367	2304436
METTL16	chr17	2308856	2415185
PAFAH1B1	chr17	2496477	2588910
CLUH	chr17	2592680	2615957
CCDC92B	chr17	2624095	2652946
RAP1GAP2	chr17	2658999	2941035
OR1D5	chr17	2965963	2966901
OR1D2	chr17	2991778	3007716
OR1G1	chr17	3029904	3030845
OR1P1	chr17	3057183	3058176
OR1A2	chr17	3100813	3101742
OR1A1	chr17	3110833	3122190
OR3A2	chr17	3179471	3289622
OR3A1	chr17	3194311	3201654
OR1R1P	chr17	3289224	3290168
OR1E1	chr17	3300398	3301704
OR3A3	chr17	3323862	3324827
OR1E2	chr17	3336164	3337135
SPATA22	chr17	3343313	3417146
ASPA	chr17	3375668	3406699
TRPV3	chr17	3413796	3461106
TRPV1	chr17	3468738	3512705
ENSG00000262304	chr17	3488443	3539543
SHPK	chr17	3511534	3539544
CTNS	chr17	3539753	3566397
TAX1BP3	chr17	3566189	3571973
P2RX5-TAX1BP3	chr17	3566357	3599488
EMC6	chr17	3572106	3572962
P2RX5	chr17	3575493	3599692
ITGAE	chr17	3617922	3704487
HASPIN	chr17	3627197	3629993
NCBP3	chr17	3705452	3749540
CAMKK1	chr17	3763609	3798185
P2RX1	chr17	3799886	3819794
ATP2A3	chr17	3827160	3867785
ZZEF1	chr17	3907739	4046922
CYB5D2	chr17	4046462	4090605
ANKFY1	chr17	4067115	4167290
UBE2G1	chr17	4172554	4269970
SPNS3	chr17	4337235	4391503
SPNS2	chr17	4402145	4442331
MYBBP1A	chr17	4442192	4458695
GGT6	chr17	4460222	4464113
SMTNL2	chr17	4487294	4511614
ALOX15	chr17	4534214	4545589
PELP1	chr17	4573069	4607632
ARRB2	chr17	4613688	4624795
MED11	chr17	4634723	4636903
CXCL16	chr17	4636828	4643229
ZMYND15	chr17	4642403	4649414
TM4SF5	chr17	4675144	4686508
VMO1	chr17	4688580	4689728
GLTPD2	chr17	4692259	4693884
PSMB6	chr17	4699439	4701798
C17orf114	chr17	4704454	4710308
PLD2	chr17	4710412	4726729
MINK1	chr17	4736442	4801360
CHRNE	chr17	4801066	4837733
C17orf107	chr17	4802713	4806229
GP1BA	chr17	4835572	4838318
SLC25A11	chr17	4837865	4843451
RNF167	chr17	4843292	4848517
PFN1	chr17	4848947	4853812
ENO3	chr17	4851341	4860427
SPAG7	chr17	4862521	4871120
CAMTA2	chr17	4871287	4890979
INCA1	chr17	4891425	4902412
KIF1C	chr17	4901017	4931696
SLC52A1	chr17	4935895	4955304
ZFP3	chr17	4981762	4999671
ZNF232	chr17	5008564	5026457
USP6	chr17	5019327	5078329
ZNF594	chr17	5082830	5095163
SCIMP	chr17	5112215	5138155
RABEP1	chr17	5185554	5289660
NUP88	chr17	5262963	5323484
RPAIN	chr17	5322536	5336202
C1QBP	chr17	5336097	5352150
DHX33	chr17	5344237	5372302
DERL2	chr17	5374574	5390131
MIS12	chr17	5389605	5394136
NLRP1	chr17	5402735	5522744
ENSG00000286190	chr17	5402747	5404326
ENSG00000285471	chr17	5676246	5984112
WSCD1	chr17	5961127	6027747
AIPL1	chr17	6297013	6338519
PIMREG	chr17	6347127	6354789
PITPNM3	chr17	6354583	6459875
ENSG00000282936	chr17	6481467	6544031
KIAA0753	chr17	6481467	6544031
TXNDC17	chr17	6544032	6547861
MED31	chr17	6546631	6554954
C17orf100	chr17	6555082	6596521
SLC13A5	chr17	6588034	6616696
XAF1	chr17	6658696	6678966
FBXO39	chr17	6679534	6700420
TEKT1	chr17	6692452	6735080
ALOX12	chr17	6899368	6914073
RNASEK	chr17	6915736	6917851
RNASEK-C17orf49	chr17	6915954	6920839
BACC1	chr17	6917814	6920863
BCL6B	chr17	6926369	6933609
SLC16A13	chr17	6939334	6943436
SLC16A11	chr17	6944940	6947411
CLEC10A	chr17	6977856	6984485
ASGR2	chr17	7003485	7019922
ASGR1	chr17	7075854	7082967
DLG4	chr17	7090506	7123155
ACADVL	chr17	7120444	7128588
DVL2	chr17	7128661	7137843
PHF23	chr17	7138348	7143041
GABARAP	chr17	7143327	7145768
ENSG00000262526	chr17	7143746	7147954
CTDNEP1	chr17	7146908	7156160
ENSG00000262302	chr17	7150148	7165408
ELP5	chr17	7154142	7163484
CLDN7	chr17	7162666	7167335
SLC2A4	chr17	7184986	7192560
YBX2	chr17	7191582	7197958
EIF5A	chr17	7210263	7215785
GPS2	chr17	7214643	7218883
ENSG00000261915	chr17	7215980	7222493
NEURL4	chr17	7218947	7232712
ACAP1	chr17	7236279	7254797
KCTD11	chr17	7255208	7258263
TMEM95	chr17	7258442	7260538
TNK1	chr17	7283853	7293093
PLSCR3	chr17	7293046	7300373
TMEM256-PLSCR3	chr17	7293053	7307416
TMEM256	chr17	7306294	7307416
NLGN2	chr17	7308193	7323179
SPEM1	chr17	7323643	7324951
SPEM2	chr17	7328935	7330887
SPEM3	chr17	7332176	7336139
ENSG00000286007	chr17	7332180	7339597
TMEM102	chr17	7338749	7340998
FGF11	chr17	7341584	7348256
CHRNB1	chr17	7348380	7361029
ZBTB4	chr17	7362685	7387582
SLC35G6	chr17	7384765	7386815
POLR2A	chr17	7387685	7417933
TNFSF12	chr17	7451825	7461207
TNFSF12-TNFSF13	chr17	7452416	7464918
TNFSF13	chr17	7461609	7464925
SENP3	chr17	7465236	7475287
SENP3-EIF4A1	chr17	7466604	7482033
EIF4A1	chr17	7476078	7482324
CD68	chr17	7482698	7485430
MPDU1	chr17	7486847	7496107
SOX15	chr17	7491496	7493412
FXR2	chr17	7494548	7518215
SHBG	chr17	7517264	7536787
SAT2	chr17	7529552	7531194
ATP1B2	chr17	7549945	7561088
TP53	chr17	7565097	7590864
WRAP53	chr17	7589389	7606823
EFNB3	chr17	7608520	7614690
DNAH2	chr17	7621062	7737060
KDM6B	chr17	7737511	7758114
TMEM88	chr17	7758377	7759432
NAA38	chr17	7760003	7788556
CYB5D1	chr17	7761064	7765600
CHD3	chr17	7788114	7816078
RNF227	chr17	7816657	7819607
KCNAB3	chr17	7824895	7833174
ENSG00000262730	chr17	7829249	7833940
TRAPPC1	chr17	7833663	7835441
CNTROB	chr17	7835419	7853238
GUCY2D	chr17	7905933	7923660
ALOX15B	chr17	7942329	7952452
ALOX12B	chr17	7975954	7991034
ALOXE3	chr17	7999218	8022365
HES7	chr17	8023910	8027424
PER1	chr17	8043785	8059824
ENSG00000263620	chr17	8054134	8066293
VAMP2	chr17	8062467	8066864
TMEM107	chr17	8075775	8079723
BORCS6	chr17	8091663	8093498
AURKB	chr17	8107653	8113952
CTC1	chr17	8128133	8151376
PFAS	chr17	8150936	8173809
SLC25A35	chr17	8191081	8198728
RANGRF	chr17	8191949	8193410
ARHGEF15	chr17	8213559	8226445
ODF4	chr17	8243158	8249366
KRBA2	chr17	8260220	8280056
ENSG00000263809	chr17	8271956	8286505
RPL26	chr17	8280821	8287380
RNF222	chr17	8294020	8301145
NDEL1	chr17	8311846	8393729
MYH10	chr17	8377523	8535621
CCDC42	chr17	8633248	8649288
SPDYE4	chr17	8650842	8661877
MFSD6L	chr17	8700428	8702683
PIK3R6	chr17	8706040	8771003
PIK3R5	chr17	8782228	8869043
NTN1	chr17	8924527	9147317
STX8	chr17	9153788	9479908
CFAP52	chr17	9479944	9546764
USP43	chr17	9547980	9633010
DHRS7C	chr17	9674751	9694909
GSG1L2	chr17	9703925	9725396
GLP2R	chr17	9725523	9795416
RCVRN	chr17	9799637	9808588
GAS7	chr17	9813923	10102170
MYH13	chr17	10204182	10276447
MYH8	chr17	10293639	10325267
MYH4	chr17	10346607	10372876
MYH1	chr17	10394706	10422036
MYH2	chr17	10424465	10453017
MYH3	chr17	10531843	10560626
SCO1	chr17	10575791	10601692
ADPRM	chr17	10600911	10614875
TMEM220	chr17	10602332	10633671
TMEM238L	chr17	10698225	10707416
PIRT	chr17	10725787	10741404
SHISA6	chr17	11144530	11467380
DNAH9	chr17	11501787	11873065
